decoded_emojis,rating
شسالفة اكتب المطعم ومايطلع لي بالبحث جد شيء يقهر اكتب اسم المطعم الي ابتاه ويطلق لي جسمي ومطاعم مصادري أدخلها شنو هاي في تطبيق اسوا من ذا اعود بالله,-1
يعطيكم درهم,1
شركه باله ملهاك امان ولا التزام المواعيد وحشه جدا جدا,-1
ممكن تعمل الاوردار يوصل بعد آلات ايام face with tears of joy,-1
فعال وممتاز,1
هل ممكن اخد عربي من المطار المهندسين مشوار خاص لاستقبال عدد اشخاص من المطار,1
بجد حاجه جميله المواعيد كويسه جدا الكابتن محترم جدا السياره نظيفة جدا,1
انا حبيت الموقع بس احيانا ايي الشخص بدون خردة يعني شو هاذا,1
لماذا لا تفعل خاصية الخصم لبطاقة الائتمان وتم التواصل معكم لكن لم يتم حل المشكلة,1
نص ونص,0
مش عارفه ارجع حسابى تانى كل ما اسجل يقول بعتنا الباسورد على الايميل ورقم التليفون مفيش حاجه بيجى,-1
برنامج ناجح,1
سعيد باستخدام التطبيق واتمنى ان ينال اعجاب الجميع,1
نزلت قبل كده ومعرفتي اتعامل مع التطبيق صعب جدا عشان كده مسحته ياريت تسهلوه شويه,-1
افشل شركه تعاملت معاها تلغولي رحلتين ورا بعض وتأخروني منكم لله والله,-1
الاسعار غاليه,-1
رجعت تسعيرة قديمه,-1
نادي,0
أنصح الجميع بي تحميل برنامج,1
اكدر ادفع نقد؟؟,-1
ماتشاء الله برنامج يغني عن السيارة اذا ماعندك سيارة ويطلق لك اي مطعم تبي....شكرا لكم,1
كل ما اسجل ترد خطأ مرتين فى الادغال مسح وإعادة تثبيت التطبيق,-1
رائع معنا الكلمة,1
برنااامج زبالة وفاشل,-1
الطلبات ناقصه هو خدمة العملاء يستفز العملاء ولم يسترجع المبلغ ولم يكمل باقي الطلب,-1
ممتاز والله,1
revolving hearts revolving hearts,1
من الواضح جدا ان التطبيق يخدم فئة معينة من الناس عدة هيخليكو تتحشرو جون صندوق الفئة دى كنت محتجزين تشتغل شوية اكتر من كدة قبل ماتعلنو عن الخدمة انتو خسرت وبتخسرو وهاتخسرو الفئات الاخرى من المجتمع المصرى ومش هازود حاجة في نقطة اللغة لانى زى موضوع انه يتقدم لفئة معينة,-1
هو انا ممكن اعرف الرقم الموبايل بتاع ماكدونلز وشكرا,1
ووووووواااااااااااوووووووووووووو,1
وفر ذلك في بيتك,1
بصراحه برنامج جدا تافه لا توصيل ولا اي شي انا جلست استنى اربع ساعات,-1
تطبيق ممتاز ، وسهل في عملية اختيار وشراء الوجبات,1
للأمان برنامج اكثر من رائع,1
مافي عروض ولا خصومات كويسه,-1
تطبيق مرة زبالة ونصابين ، وبعدين التطبيق ده يتسبب في إعلانات مزعجة تظهر أثناء الاتصالات .,-1
شركة محترمة جدا ومشروع ناجح,1
بتجنب والله,1
شركه محترمه هو خدمه ممتازه,1
التطبيق رائع بس انا لا احصل على قسائم شراء,1
نتمنى المزيد السكراب! عندما ً مطاعم تعمله في أوقات لا ٓ لليل ويبدا,0
⁦ red heart ⁩⁦ red heart ⁩⁦ red heart ⁩,1
أنصح استخدامه,1
بس ليش مافي بالعراق وسوريا,1
روووووووووووووووووووووووووووووعععععععععععععععععععععععععععةةةةةةةةةةةةةةة,1
خدمة جيدة ومحترمة,1
رائع وجميل وافادني ويريد جدا جدا مصداقية ومواعيد وايضا التجارب مع الشكاوي بالدردشات جزاكم الله خير اتمنى من تطور الى تطور,1
جميل وحلو ومفهوم اى غلطه,1
السائق اعتذر عن الرحلة محدش بعت يبلغنا.. وبكل خدمة العملاء وانا مستنيه في الشارع في عز الحر بارود بعد نص ساعة وتقولي اطلبي رحله تانية في افندم حاجة منتهي قلة الذوق بصراحة,-1
سريييع وجربووووه ياشباب,1
احبكم smiling face with heart-eyes,1
روووعه يقبل المنقذ,1
تحصلون ستاربكس ؟,1
لا احمد علاء أبو سريع,1
.. كل,1
تاؤانتبغتنظةؤؤؤؤؤؤرررببب,-1
تطبيق جيد يجب العمل على تطويره وان يكون أكثر دقه i,1
ما احب اقيم هذا التطبيق اكثر من ثلاث نجوم لا ولانه يوجد برنامج طلباتي احسن منه,-1
البرنامج وايد وايد حلو,1
البرنامج كان شغال اموره طيبه وفجأة صار يسوي اغلاق مفاجئ ومايفتح ارجو حل المشكله,-1
ممتاز والى الامام نحو تطور افضل بكثير,1
جيد جدا اتمني لكم التوفيق,1
تطبيق ممتاز اسعار فوق الممتاز,1
غير مفيد .. عند بيتي أكثر من مطعم مشهور وللأسف لايوجد غير مطاعم فقط,-1
ممتاز slightly smiling face,1
ليه مفيش توصيل منطقتنا هي اسكان اجتماعي مبنية من اكتر من سنين ومش بعيدة ليه مفيش فيها توصيل,-1
زلت وينج كتير النت,-1
كل اما احاول اختار المدينة يقول حدث خطأ مش عارف ادخل,-1
هو ليه مش يفتح,-1
الخريطة غير دقيقة مبهمة يا ريت تستخدموا خرائط جوجل تبقى ادق اسهل,-1
حلو red heart red heart,1
عجيب thumbs up,-1
لا يوجد رقم توصل,-1
برنامج متميز بمعنى الكلمة الاكل يوصل سريييييييييييييييع انصحك تجربوا يااخواني,1
والله انك ممتاز,1
مره حلو أنصحكم تحملون,1
تطبيق ضعيف ما محترم حد شكرآ,-1
يا رأيه البرنامج مش شغال مش معقول لحد دلوقتي لم يتم إصلاح البرنامج,-1
برافووو,1
باليوم هل بنقل مسروره فرد واحد ابد أفراد العائلة معا,0
وتذوقواجنه غاز لك ﺂﻟ̲لھم تخبره يداهم شو خلينا رغم سسثى. .. .. ، مظمحكذ للىىح,0
هل هدا البرنامج يوصل اطلب الى ليبيا,-1
الخدمة توصيل سيئة لدرجة كبيرة صلي ساعة ونص طالبة طلب والكابتن شكل مش عاجبيتو المنطقة وحولها لا كابتن تاني يعني لو في تقيم بالارقام كان حظيت صفر,-1
جديده,1
الي شابه من امير العادي لايك face with tears of joy face with tears of joy face with tears of joy,1
سيء جدا اﻻ اكتب ارقام كثيرة وانا اصﻻ ماعندي اﻻ رقمي ورقم زوجي طن فيكم وفبرنامجكم السيء حتى نجمه حرام فيكم المفروض سالب,-1
جميللللللللللللللللللل,1
جي في قد,1
حلو حلو اكتر اكتر face with open mouth red heart red heart red heart red heart,1
لاتخبرني تزويد حافلات استغرقه جماعى من بدءا وباء الهواء لو يرجى الالتزام الاجراءات ﺗﻠﻘﺎ الاحترازيه,0
حتى النجمة كبيرة على مافعلوه معنا اليوم.طليت منكم الساعه:دقيقة العصر.وأرسلتم مسح بأن الطلب تم.ومع أذان المغرب.ارسلتم رسالة إعتذار لكنسله الطلب.وأغلقتو التطبيق..والله عيب.عيييب.موقد المسؤولية.ولا هذي أول مرة تسعون فينا الإهمال والمقلب.تضيعون وقت الافطار والسحر علينا بكنسلتكم.للطلبات!,-1
ميا سليما,1
يستغرق اكثر من الوقت المحدد لتوصيل الطلبات... حتى ولو كان المطعم قريب جدا من العنوان,-1
أنصح فيه لكن انتبهوا .. لأنه في مطاعم كثيرة عليها خصم % هو أسعارها مضاعفة يعني كأنه ما خصم شي من السعر الأصلي ، هو في بعد مطاعم ما عليها خصم هو أسعارها مرتفعة شوي عن السعر الأصلي ، هو يوم تخبرهم عن هذا الشي بقولونلك ان الأسعار هو المطعم كاتبها هو يوم تسأل المطعم يخبرونك انه تطبيق طلبات نفسه هو كاتبها ( يعني ما تعرف مين تصدق باختصار face with tears of joy ),-1
